dt,base_sku_id,buy_uv,view_uv
20250910,SKU179,1232,121031
20251012,SKU219,3941,121031
20251101,SKU424,2627,121031
20251020,SKU70,4762,121031
20250921,SKU45,7143,121031
20251031,SKU64,4023,121031
20251023,SKU461,4433,121031
20251021,SKU866,2709,121031
20251024,SKU1395,1970,121031
20251109,SKU788,1806,121031
20251122,SKU815,1560,121031
20251016,SKU377,3038,120967
20251112,SKU1807,1314,120967
20251030,SKU1726,1642,120967
20251114,SKU946,575,120967
20251029,SKU296,2217,120967
20251110,SKU1807,1396,120967
20251114,SKU147,4023,120967
20250921,SKU2566,739,120967
20251024,SKU1688,1478,120967
20251107,SKU75,2791,120967
20251005,SKU2259,1806,120967
20251122,SKU1471,1396,120967
20251016,SKU2176,1806,120967
20251101,SKU308,2627,120967
20251124,SKU544,2545,120967
20251004,SKU422,1478,120967
20250916,SKU112,3530,120967
20250912,SKU470,7964,120967
20251115,SKU2389,575,120967
20251009,SKU184,5829,120904
20251117,SKU794,2299,120904
20251120,SKU255,8374,120904
20251025,SKU813,2709,120904
20251122,SKU1240,1314,120904
20251018,SKU76,6486,120904
20251116,SKU1821,3941,120904
20250920,SKU842,2791,120904
20250916,SKU1826,1149,120904
20251129,SKU2052,1560,120904
20250913,SKU1092,2052,120904
20251024,SKU85,1806,120904
20251028,SKU1344,1560,120840
20251129,SKU257,5501,120840
20250913,SKU1341,985,120840
20251122,SKU609,1888,120840
20251112,SKU1093,1067,120840
20251031,SKU999,1396,120840
20251121,SKU244,5336,120840
20250911,SKU2066,1560,120840
20251129,SKU457,3859,120840
20250919,SKU2523,2791,120840
20251125,SKU258,1396,120840
20250930,SKU76,4351,120840
20251010,SKU76,4105,120777
20250927,SKU377,4433,120777
20251111,SKU35,3120,120777
20251120,SKU982,3120,120777
20251022,SKU261,6896,120777
20251108,SKU587,2217,120777
20250918,SKU3261,739,120777
20251004,SKU147,4105,120777
20251126,SKU331,4680,120777
20250924,SKU2730,1149,120714
20251024,SKU308,1970,120714
20251103,SKU120,4351,120714
20250927,SKU396,1642,120714
20251110,SKU346,3530,120714
20251125,SKU540,6650,120714
20251115,SKU257,3530,120714
20251108,SKU854,1149,120714
20251110,SKU3068,1970,120714
20250921,SKU1180,3777,120714
20251026,SKU995,4269,120714
20251006,SKU216,6486,120714
20250911,SKU959,5254,120714
20250920,SKU1107,1478,120714
20251024,SKU1593,985,120714
20250914,SKU72,2381,120650
20251109,SKU283,3120,120650
20251023,SKU962,1970,120650
20251112,SKU217,3366,120650
20251102,SKU158,4187,120650
20251106,SKU962,1642,120650
20251027,SKU866,4105,120650
20250917,SKU2338,1478,120650
20251008,SKU1393,1970,120650
20251016,SKU489,4023,120650
20251117,SKU58,1067,120650
20250916,SKU1150,2052,120650
20251109,SKU111,1314,120650
20251118,SKU1066,1560,120587
20251028,SKU43,2217,120587
20251106,SKU616,7799,120587
20251027,SKU446,1724,120587
20251130,SKU940,1806,120587
20251124,SKU427,2545,120587
20250913,SKU3571,575,120587
20251116,SKU1312,657,120587
20251101,SKU453,2709,120587
20250926,SKU199,2791,120587
20251001,SKU1395,1642,120587
20250903,SKU1641,1232,120587
20251023,SKU332,4844,120587
20251122,SKU215,1067,120587
20251006,SKU671,2791,120587
20251001,SKU199,4433,120587
20250906,SKU705,5336,120587
20251025,SKU741,3202,120587
20251021,SKU1395,3038,120523
20251011,SKU549,2299,120523
20251018,SKU739,2299,120523
20251109,SKU949,5829,120523
20250915,SKU996,1888,120523
20250912,SKU1703,1970,120523
20251130,SKU114,821,120523
20251018,SKU1147,1396,120523
20251127,SKU940,1642,120523
20251117,SKU1171,3038,120523
20251008,SKU541,1396,120523
20251011,SKU1621,3530,120523
20251117,SKU331,5336,120523
20251018,SKU327,2299,120523
20251106,SKU1242,2463,120523
20251117,SKU7,2217,120523
20251107,SKU1257,1478,120460
20251124,SKU332,4433,120460
20251129,SKU312,1314,120460
20250919,SKU2066,1560,120460
20250916,SKU222,5172,120460
20250903,SKU2308,1478,120460
20251118,SKU2103,1560,120460
20251101,SKU1833,2545,120460
20251119,SKU332,6075,120460
20251123,SKU1393,1724,120460
20251023,SKU399,3120,120460
20251006,SKU20,2052,120460
20251028,SKU946,1314,120460
20251029,SKU854,903,120460
20250926,SKU76,2791,120460
20251109,SKU113,2709,120460
20251030,SKU1457,4680,120460
20251103,SKU43,2217,120397
20250922,SKU1104,4023,120397
20251107,SKU1793,2052,120397
20250912,SKU570,1806,120397
20251027,SKU797,2627,120397
20251127,SKU1395,2381,120397
20251124,SKU1191,1314,120397
20251021,SKU632,4187,120397
20251103,SKU581,2052,120397
20251111,SKU637,1724,120397
20251026,SKU305,1560,120397
20251112,SKU292,1642,120397
20251107,SKU42,3038,120397
20251120,SKU1826,1642,120333
20250904,SKU147,4269,120333
20251031,SKU1151,1806,120333
20251118,SKU1344,1970,120333
20251031,SKU158,3530,120333
20251119,SKU962,1560,120333
20251114,SKU7,1970,120333
20251030,SKU1018,2217,120333
20251112,SKU788,2217,120333
20251113,SKU41,3448,120333
20251109,SKU443,3612,120333
20251014,SKU1621,4269,120333
20251025,SKU1596,1724,120333
20251111,SKU1151,1724,120333
20250921,SKU346,2791,120270
20250915,SKU526,2545,120270
20251128,SKU815,1314,120270
20250908,SKU501,2874,120270
20251129,SKU1471,2381,120270
20251105,SKU542,1642,120270
20251103,SKU70,4105,120270
20251104,SKU739,2299,120270
20251021,SKU255,7553,120270
20250906,SKU1395,2052,120270
20251130,SKU2876,1396,120270
20251107,SKU949,7307,120270
20251020,SKU866,2874,120270
20251130,SKU1542,2052,120270
20251130,SKU1821,3530,120270
20251101,SKU591,739,120206
20251028,SKU296,4105,120206
20250908,SKU1312,1396,120206
20251023,SKU387,3284,120206
20250918,SKU460,1806,120206
20251103,SKU1344,2381,120206
20251002,SKU511,4762,120206
20250922,SKU993,2299,120206
20250905,SKU2066,657,120206
20251110,SKU1094,2135,120206
20251116,SKU569,3777,120206
20251123,SKU637,2217,120143
20251023,SKU1826,1478,120143
20250925,SKU20,1806,120143
20251124,SKU637,1560,120143
20251008,SKU263,1970,120143
20251126,SKU541,2463,120143
20251105,SKU1094,2381,120143
20251102,SKU854,985,120143
20251026,SKU637,2052,120143
20250906,SKU984,2463,120143
20251115,SKU946,1232,120143
20251106,SKU630,1560,120143
20251005,SKU1738,1724,120143
20251108,SKU521,985,120080
20251031,SKU1870,1149,120080
20250916,SKU996,2874,120080
20251107,SKU835,2956,120080
20251117,SKU1841,739,120080
20250914,SKU996,1642,120080
20251003,SKU75,2135,120080
20251113,SKU1598,1232,120080
20251127,SKU204,4844,120080
20251110,SKU841,8374,120080
20251109,SKU982,4680,120080
20251111,SKU1823,2545,120080
20250911,SKU1730,903,120016
20251030,SKU305,3038,120016
20251101,SKU3072,985,120016
20251101,SKU737,1724,120016
20251031,SKU581,1560,120016
20251110,SKU781,2381,120016
20251117,SKU185,1724,120016
20251002,SKU439,3530,120016
20251103,SKU525,2956,120016
20251030,SKU247,1642,120016
20251122,SKU721,6404,120016
20251030,SKU616,5419,120016
20250901,SKU1068,3038,119953
20251108,SKU1500,2463,119953
20251129,SKU888,2874,119953
20251114,SKU74,3284,119953
20251028,SKU739,2052,119953
20251124,SKU41,2791,119953
20251021,SKU1171,2135,119953
20250905,SKU947,2463,119953
20251128,SKU461,3941,119953
20251127,SKU102,1724,119953
20251025,SKU854,903,119953
20250907,SKU1593,903,119953
20251111,SKU354,3859,119953
20251115,SKU26,2052,119953
20251121,SKU319,1724,119953
20251109,SKU1598,1478,119953
20251127,SKU1563,1396,119889
20251027,SKU1739,1806,119889
20251016,SKU931,1149,119889
20251123,SKU404,1232,119889
20251114,SKU3068,2135,119889
20251022,SKU866,2874,119889
20251128,SKU577,2627,119889
20251104,SKU1066,1067,119889
20251014,SKU211,3284,119889
20251101,SKU464,1970,119889
20251121,SKU538,575,119889
20251101,SKU740,1724,119889
20250908,SKU2455,1232,119889
20251115,SKU1633,1724,119889
20251114,SKU818,3284,119889
20251127,SKU75,2463,119826
20251025,SKU619,410,119826
20251002,SKU1151,1888,119826
20251118,SKU921,2381,119826
20251106,SKU305,1970,119826
20251025,SKU425,3284,119826
20251107,SKU211,4433,119826
20251127,SKU815,1067,119826
20250924,SKU3194,1149,119826
20251109,SKU334,2709,119826
20250910,SKU491,2627,119826
20251116,SKU205,3120,119826
20250913,SKU111,3038,119826
20251118,SKU1759,1067,119826
20251101,SKU74,3366,119826
20250918,SKU705,2545,119763
20251102,SKU616,6158,119763
20251109,SKU346,3941,119763
20250910,SKU1977,1560,119763
20251110,SKU1985,2052,119763
20251125,SKU7,2463,119763
20251120,SKU731,1396,119763
20250916,SKU526,3777,119763
20251120,SKU2234,1396,119763
20250928,SKU216,6732,119763
20251108,SKU1912,1724,119763
20250926,SKU278,2709,119763
20250916,SKU278,2463,119763
20250915,SKU1123,410,119763
20251024,SKU739,1724,119763
20250911,SKU1033,2709,119763
20251118,SKU255,5008,119699
20251028,SKU2062,821,119699
20250914,SKU2255,2135,119699
20250917,SKU1750,1232,119699
20251116,SKU2425,1970,119699
20250920,SKU1910,2135,119699
20251111,SKU1019,2874,119636
20251121,SKU940,1970,119636
20251104,SKU993,1970,119636
20250909,SKU255,5583,119636
20251123,SKU661,2135,119636
20251108,SKU1739,1232,119636
20251002,SKU628,3284,119636
20251026,SKU278,2052,119636
20251102,SKU455,3530,119636
20250901,SKU244,4680,119636
20250922,SKU2703,410,119636
20251023,SKU20,1232,119636
20250920,SKU1482,821,119636
20251025,SKU322,1560,119636
20251125,SKU366,5419,119636
20251128,SKU213,4598,119572
20250906,SKU2463,657,119572
20251113,SKU332,5747,119572
20251114,SKU276,3530,119572
20251106,SKU541,1888,119572
20251112,SKU354,3202,119572
20251025,SKU785,1314,119572
20251026,SKU190,2627,119572
20250919,SKU1340,1970,119572
20250912,SKU686,2874,119572
20251106,SKU1151,2052,119572
20251013,SKU546,2545,119572
20251030,SKU1912,2791,119572
20251101,SKU2723,985,119572
20251022,SKU1018,2381,119572
20251123,SKU332,5008,119572
20251008,SKU866,2381,119572
20251118,SKU982,4105,119509
20250904,SKU120,5747,119509
20251007,SKU1699,2709,119509
20251012,SKU946,3530,119509
20250919,SKU2563,5254,119509
20251008,SKU199,4269,119509
20251105,SKU346,4105,119509
20251110,SKU993,1888,119509
20251004,SKU1230,2709,119509
20251122,SKU995,4351,119509
20251107,SKU158,1478,119509
20251028,SKU797,2463,119509
20251025,SKU1683,1396,119509
20251129,SKU90,2052,119509
20251018,SKU261,8949,119509
20250929,SKU346,2874,119509
20251010,SKU2153,1724,119446
20251007,SKU866,3366,119446
20250918,SKU1020,3530,119446
20251022,SKU1240,575,119446
20250912,SKU2730,1396,119446
20250928,SKU1426,2217,119446
20251112,SKU258,1396,119446
20251025,SKU1060,2135,119446
20250922,SKU216,5008,119382
20250913,SKU460,4680,119382
20251029,SKU121,6650,119382
20251114,SKU387,3448,119382
20251031,SKU2052,1970,119382
20251122,SKU394,3120,119382
20251109,SKU687,2627,119382
20251105,SKU7,1232,119382
20251010,SKU946,4187,119382
20251110,SKU1544,1806,119382
20251015,SKU1150,1970,119382
20251008,SKU76,4762,119319
20251112,SKU705,3284,119319
20251018,SKU276,3530,119319
20251121,SKU815,1724,119319
20251125,SKU176,2463,119319
20251121,SKU3068,2299,119319
20250920,SKU2343,3120,119319
20250911,SKU20,1970,119319
20250927,SKU45,7799,119319
20251122,SKU1242,2627,119319
20251111,SKU511,4105,119319
20251112,SKU1390,1478,119319
20251118,SKU276,3612,119319
20250918,SKU191,1806,119319
20251102,SKU907,3284,119319
20251019,SKU2176,2052,119319
20251004,SKU859,3366,119319
20251128,SKU940,1806,119319
20251129,SKU1261,1314,119319
20251117,SKU334,4269,119255
20251012,SKU982,4762,119255
20251104,SKU815,1149,119255
20251124,SKU569,2956,119255
20251101,SKU2955,575,119255
20251016,SKU3575,246,119255
20251117,SKU797,2463,119255
20251124,SKU218,3202,119255
20251114,SKU334,3612,119192
20251109,SKU416,3038,119192
20250930,SKU1777,1970,119192
20251016,SKU41,3120,119192
20251012,SKU1067,3612,119192
20251115,SKU2250,657,119192
20251129,SKU3334,3284,119192
20251127,SKU2876,1478,119192
20251123,SKU609,2381,119192
20251018,SKU328,3120,119192
20251016,SKU841,5911,119129
20251114,SKU331,5090,119129
20250923,SKU947,3366,119129
20250907,SKU1092,2381,119129
20251013,SKU155,5993,119129
20250910,SKU526,3612,119129
20251110,SKU1344,2052,119129
20250918,SKU526,3859,119129
20251123,SKU1826,1314,119129
20251119,SKU788,1396,119129
20251003,SKU396,1396,119129
20251101,SKU379,2874,119129
20250909,SKU20,2299,119065
20251024,SKU854,985,119065
20251108,SKU1865,1232,119065
20251019,SKU22,6650,119065
20251031,SKU213,4598,119065
20251122,SKU302,2709,119065
20251128,SKU727,2627,119065
20251101,SKU450,2299,119065
20251027,SKU511,5501,119065
20250913,SKU2338,1067,119002
20251019,SKU2039,2381,119002
20251028,SKU1107,985,119002
20251026,SKU1940,575,119002
20250914,SKU1312,1314,119002
20251015,SKU1041,3038,119002
20251121,SKU13,4351,119002
20251125,SKU569,3530,119002
20251111,SKU42,4023,119002
20251025,SKU424,1970,119002
20251031,SKU904,1232,119002
20250919,SKU3124,1149,119002
20250903,SKU244,4433,118938
20251105,SKU1020,1970,118938
20250919,SKU501,3202,118938
20251130,SKU1841,1149,118938
20251122,SKU120,4844,118938
20251108,SKU719,1149,118938
20250908,SKU1161,985,118938
20251111,SKU982,4598,118938
20250912,SKU1623,2135,118938
20251102,SKU1819,3284,118938
20251019,SKU1171,2874,118938
20251120,SKU394,2956,118938
20251012,SKU136,410,118938
20251123,SKU788,1478,118938
20251113,SKU331,4269,118875
20251020,SKU541,1396,118875
20251109,SKU137,1970,118875
20251129,SKU902,2299,118875
20251108,SKU322,2545,118875
20250915,SKU2730,985,118875
20251114,SKU1171,3366,118875
20251106,SKU628,4844,118875
20251102,SKU2356,1478,118875
20250917,SKU263,2463,118875
20250916,SKU1750,1149,118875
20250921,SKU2803,493,118875
20251109,SKU22,5665,118875
20251119,SKU1151,1396,118875
20250918,SKU327,1478,118875
20250918,SKU138,3284,118875
20251113,SKU788,2135,118875
20251113,SKU1344,1724,118875
20251112,SKU608,1642,118812
20251103,SKU1342,985,118812
20251129,SKU1250,2874,118812
20251113,SKU371,2709,118812
20250920,SKU502,1724,118812
20250919,SKU1048,4926,118812
20250917,SKU470,6075,118812
20251006,SKU2259,1806,118812
20251029,SKU687,2709,118812
20251031,SKU2951,1560,118812
20251125,SKU791,3530,118812
20251019,SKU516,3612,118812
20250907,SKU1415,821,118748
20250906,SKU2234,1560,118748
20251103,SKU949,5090,118748
20251030,SKU365,2791,118748
20251027,SKU1641,2627,118748
20251122,SKU888,2709,118748
20250906,SKU951,4187,118748
20251031,SKU1156,6486,118748
20251116,SKU507,2381,118748
20251104,SKU540,7717,118748
20251119,SKU114,821,118748
20250911,SKU628,2545,118748
20251117,SKU387,1970,118748
20251025,SKU712,3530,118748
20251116,SKU797,2956,118748
20251026,SKU982,3448,118748
20251104,SKU70,4187,118685
20251030,SKU1344,2381,118685
20251122,SKU35,4844,118685
20251019,SKU526,2791,118685
20251122,SKU64,4269,118685
20250923,SKU561,903,118685
20251116,SKU987,2299,118685
20251023,SKU329,1314,118685
20251018,SKU1910,2463,118685
20251024,SKU735,1314,118685
20250921,SKU2066,1560,118685
20251107,SKU1500,1314,118685
20251118,SKU404,657,118685
20251014,SKU366,2299,118621
20251129,SKU1067,2463,118621
20251130,SKU318,2052,118621
20251029,SKU1151,1888,118621
20250912,SKU1033,2545,118621
20251114,SKU296,5336,118621
20251117,SKU1668,2545,118621
20250910,SKU2713,1149,118621
20251121,SKU1151,2217,118621
20251031,SKU1846,3120,118621
20251121,SKU120,5254,118621
20251125,SKU712,1970,118621
20251121,SKU962,1149,118621
20250901,SKU216,6158,118621
20251129,SKU424,2709,118558
20251114,SKU2425,2627,118558
20251027,SKU260,1560,118558
20250922,SKU1641,2545,118558
20251115,SKU147,4433,118558
20250903,SKU218,1314,118558
20251116,SKU360,903,118558
20251027,SKU308,2052,118558
20251113,SKU739,2052,118558
20251128,SKU196,2956,118558
20251106,SKU70,4023,118558
20250912,SKU2389,493,118558
20251111,SKU1390,1478,118558
20251025,SKU486,2381,118558
20251029,SKU873,4187,118495
20251126,SKU609,2874,118495
20251126,SKU628,2299,118495
20251112,SKU1623,2052,118495
20250927,SKU352,1232,118495
20250916,SKU1240,1232,118495
20250930,SKU216,6814,118495
20250906,SKU1819,1724,118495
20251129,SKU1360,2874,118495
20250915,SKU1094,1888,118495
20250916,SKU947,5911,118495
20251116,SKU982,4844,118495
20251013,SKU338,4187,118431
20251101,SKU1256,1806,118431
20251010,SKU1668,4762,118431
20250904,SKU2455,1396,118431
20250920,SKU549,3366,118431
20251026,SKU1598,1642,118431
20251109,SKU508,1478,118431
20250919,SKU1151,1314,118431
20250906,SKU1104,1724,118431
20251111,SKU102,1149,118431
20251103,SKU616,5336,118431
20250915,SKU1093,1560,118431
20250913,SKU470,6650,118431
20251120,SKU1080,1642,118431
20251125,SKU1151,1970,118368
20250923,SKU3828,493,118368
20251030,SKU507,2299,118368
20251129,SKU1096,1724,118368
20251019,SKU546,2791,118368
20250921,SKU180,5665,118368
20250918,SKU993,985,118368
20251003,SKU131,3694,118368
20251109,SKU781,985,118368
20251014,SKU2153,1149,118368
20250911,SKU826,3612,118368
20251028,SKU1544,2299,118368
20251020,SKU1171,2217,118368
20251107,SKU719,1724,118368
20250905,SKU657,4105,118304
20251107,SKU707,5254,118304
20251106,SKU1519,5090,118304
20251117,SKU2070,1314,118304
20251003,SKU67,2052,118304
20251003,SKU862,821,118304
20250925,SKU228,2874,118304
20251015,SKU216,7061,118304
20250913,SKU355,1314,118304
20251031,SKU439,8046,118304
20250919,SKU687,3530,118304
20251017,SKU336,5172,118304
20251111,SKU296,2956,118304
20251026,SKU111,1642,118241
20250908,SKU397,1314,118241
20251011,SKU1242,2299,118241
20250916,SKU2859,575,118241
20250910,SKU1190,1806,118241
20250902,SKU390,4844,118241
20250919,SKU549,5583,118241
20250913,SKU322,2463,118241
20250929,SKU216,6896,118241
20251114,SKU921,3202,118241
20251021,SKU211,3448,118241
20251108,SKU312,1149,118178
20251101,SKU460,2463,118178
20251123,SKU984,2381,118178
20251127,SKU721,6978,118178
20251011,SKU993,1724,118178
20250906,SKU1068,1314,118178
20251028,SKU137,1560,118178
20251109,SKU1304,1642,118178
20251010,SKU549,3284,118178
20251107,SKU64,6732,118178
20251014,SKU1041,3694,118178
20251123,SKU608,1149,118114
20251129,SKU2381,657,118114
20251117,SKU346,3859,118114
20250930,SKU439,5911,118114
20251005,SKU45,5911,118114
20251122,SKU1457,4516,118114
20251119,SKU549,1970,118114
20251016,SKU1197,3284,118114
20251126,SKU809,1560,118114
20251110,SKU114,1478,118114
20251112,SKU1823,1888,118114
20251107,SKU894,903,118114
20251018,SKU425,4516,118114
20251126,SKU319,1067,118114
20251123,SKU329,985,118114
20251129,SKU218,2874,118114
20251024,SKU2583,1314,118114
20251121,SKU779,1724,118114
20251030,SKU1821,3284,118114
20251029,SKU302,2299,118114
20250921,SKU540,6240,118051
20251102,SKU2128,1067,118051
20250901,SKU1315,2545,118051
20251010,SKU2176,2299,118051
20251118,SKU1912,1970,118051
20251029,SKU1168,1888,118051
20251015,SKU147,2381,118051
20251109,SKU1471,1314,118051
20251127,SKU1694,2545,118051
20250920,SKU1392,1970,118051
20251016,SKU147,3202,118051
20251130,SKU274,2545,118051
20250911,SKU1593,657,118051
20251031,SKU1244,739,118051
20251105,SKU58,1232,118051
20251021,SKU142,4187,117987
20250903,SKU1151,1478,117987
20251023,SKU319,2299,117987
20251122,SKU507,2709,117987
20251028,SKU111,2381,117987
20251114,SKU1180,2791,117987
20250920,SKU1257,3530,117987
20251024,SKU1066,1396,117987
20251111,SKU781,1970,117987
20251028,SKU22,4023,117987
20251124,SKU103,6075,117987
20251018,SKU393,5419,117987
20251108,SKU190,2135,117987
20251102,SKU190,2381,117987
20251124,SKU741,2217,117987
20251125,SKU1826,1149,117987
20250906,SKU931,1970,117987
20251014,SKU359,6240,117987
20251123,SKU102,1396,117924
20251020,SKU199,5090,117924
20251128,SKU404,1314,117924
20251028,SKU308,2052,117924
20251017,SKU1393,1970,117924
20250915,SKU179,1232,117924
20251117,SKU1242,2299,117924
20251111,SKU1094,1970,117861
20251102,SKU818,2791,117861
20251114,SKU113,3120,117861
20251121,SKU739,1560,117861
20250903,SKU1211,3120,117861
20251120,SKU779,2135,117861
20251014,SKU1593,1232,117861
20250907,SKU2505,739,117861
20251028,SKU260,1149,117861
20251025,SKU570,3694,117861
20251122,SKU1826,1642,117861
20251108,SKU1395,1888,117797
20251027,SKU1067,1970,117797
20251017,SKU327,2545,117797
20250902,SKU218,1396,117797
20251117,SKU609,3038,117797
20251029,SKU120,4023,117797
20251014,SKU330,4023,117797
20251025,SKU1451,2956,117797
20251016,SKU22,4105,117797
20251116,SKU276,3941,117797
20250903,SKU20,2545,117797
20250912,SKU753,739,117734
20251024,SKU1288,2299,117734
20251110,SKU931,3694,117734
20251117,SKU981,821,117734
20251110,SKU180,5419,117734
20251120,SKU331,4187,117734
20251012,SKU541,1560,117734
20250918,SKU302,1724,117734
20251024,SKU885,575,117734
20251118,SKU2929,246,117734
20251117,SKU416,4433,117734
20251129,SKU1060,1478,117734
20251112,SKU541,1970,117734
20251110,SKU302,4598,117734
20251024,SKU959,6075,117734
20251102,SKU1390,1314,117670
20251110,SKU1777,2052,117670
20250908,SKU549,2135,117670
20251115,SKU27,1478,117670
20250923,SKU261,6650,117670
20251107,SKU425,985,117670
20251024,SKU1381,4105,117670
20251101,SKU949,7225,117670
20251019,SKU1912,985,117670
20251116,SKU919,2052,117670
20251014,SKU1727,1232,117670
20251120,SKU1248,3612,117670
20251101,SKU719,1806,117670
20251018,SKU2951,903,117670
20251104,SKU2128,657,117670
20251130,SKU739,1067,117670
20251129,SKU1142,3038,117607
20251123,SKU794,1314,117607
20251122,SKU1759,1149,117607
20251130,SKU3053,1642,117607
20251127,SKU1823,4023,117607
20251023,SKU1018,2217,117607
20251121,SKU296,3530,117607
20251120,SKU215,821,117607
20251107,SKU1460,903,117607
20251118,SKU354,4023,117607
20251116,SKU1393,1314,117607
20251115,SKU2079,903,117607
20251027,SKU587,2545,117607
20250922,SKU902,1232,117607
20251028,SKU331,4105,117607
20251110,SKU394,3038,117607
20251128,SKU1019,3694,117607
20250919,SKU191,2052,117607
20251107,SKU507,3038,117607
20251027,SKU190,3038,117607
20251121,SKU346,4680,117607
20251026,SKU569,2791,117607
20251028,SKU815,1149,117544
20251025,SKU157,2217,117544
20251129,SKU430,3859,117544
20251118,SKU13,4187,117544
20250913,SKU188,4023,117544
20251101,SKU2350,821,117544
20251025,SKU2086,739,117544
20251112,SKU45,5583,117544
20251027,SKU411,3941,117544
20251117,SKU1977,1232,117544
20251107,SKU215,1314,117544
20251125,SKU508,1396,117544
20251122,SKU461,3859,117544
20251127,SKU1598,2627,117544
20251003,SKU856,2052,117544
20251002,SKU705,2791,117544
20250906,SKU199,2791,117480
20251024,SKU1457,5254,117480
20251024,SKU453,2463,117480
20251024,SKU3636,493,117480
20251025,SKU1437,3202,117480
20251103,SKU1437,1642,117480
20251111,SKU2128,821,117480
20251031,SKU2389,657,117417
20251027,SKU515,1314,117417
20250902,SKU1211,2709,117417
20251101,SKU866,3859,117417
20251008,SKU278,2381,117417
20251119,SKU45,5419,117417
20251031,SKU283,2299,117417
20250919,SKU411,5336,117417
20251114,SKU996,2874,117417
20251025,SKU1523,1560,117417
20251031,SKU1826,1724,117417
20250904,SKU1584,2463,117417
20251013,SKU394,2627,117417
20251101,SKU1687,1478,117417
20251129,SKU1845,1560,117417
20250913,SKU794,2381,117353
20251127,SKU176,2381,117353
20250921,SKU2154,1067,117353
20251112,SKU319,1560,117353
20251024,SKU515,1314,117353
20251127,SKU1250,2299,117353
20251029,SKU331,5172,117353
20250906,SKU377,3366,117353
20251003,SKU1470,1396,117353
20251129,SKU504,2463,117353
20251129,SKU1519,2956,117353
20251118,SKU540,6404,117353
20250924,SKU211,2052,117353
20251021,SKU821,1724,117353
20251021,SKU217,1806,117353
20251101,SKU1372,1314,117353
20251121,SKU1821,2956,117353
20251117,SKU637,2052,117353
20250904,SKU544,3530,117353
20251023,SKU820,985,117290
20251004,SKU228,5419,117290
20251031,SKU712,3612,117290
20251027,SKU244,3202,117290
20250907,SKU2255,2381,117290
20251028,SKU687,3284,117290
20250925,SKU278,2217,117290
20251110,SKU687,3612,117290
20251122,SKU1846,3448,117227
20251114,SKU360,821,117227
20251122,SKU331,6075,117227
20250901,SKU76,3448,117227
20251023,SKU2951,1314,117227
20251031,SKU1807,1888,117227
20251004,SKU1699,4023,117227
20251020,SKU946,3202,117227
20251115,SKU424,1970,117227
20250904,SKU278,2299,117227
20251105,SKU157,2874,117163
20251101,SKU684,1724,117163
20250906,SKU486,3284,117163
20251101,SKU264,2299,117163
20251005,SKU866,2627,117163
20251023,SKU393,2463,117163
20251129,SKU425,4598,117163
20251112,SKU1342,1067,117163
20251117,SKU13,4680,117163
20251124,SKU292,985,117163
20251025,SKU75,1724,117163
20251102,SKU662,2874,117163
20251023,SKU29,2381,117163
20250913,SKU705,6568,117163
20251027,SKU1066,821,117100
20251124,SKU549,1560,117100
20251020,SKU1395,2217,117100
20251112,SKU546,4433,117100
20251106,SKU577,1149,117100
20250914,SKU338,4023,117100
20251116,SKU346,3448,117100
20250918,SKU278,2956,117100
20251030,SKU2002,2052,117100
20251122,SKU2425,1642,117100
20251107,SKU7,2135,117036
20251117,SKU541,1149,117036
20251129,SKU3967,985,117036
20251129,SKU1286,1724,117036
20251111,SKU1257,3120,117036
20251017,SKU570,2052,117036
20251121,SKU1846,2463,117036
20251118,SKU180,4351,117036
20251107,SKU296,3859,117036
20251030,SKU1312,903,117036
20251129,SKU1841,1478,117036
20251106,SKU866,3448,117036
20251112,SKU58,1724,117036
20251114,SKU3092,657,117036
20250904,SKU20,2627,117036
20251026,SKU371,3366,116973
20251027,SKU1544,2135,116973
20250913,SKU261,5090,116973
20250917,SKU947,4269,116973
20251118,SKU176,985,116973
20251109,SKU371,3694,116973
20250905,SKU1041,3859,116973
20251110,SKU1171,2381,116973
20251123,SKU540,6322,116973
20251115,SKU1688,3448,116973
20251101,SKU1354,1970,116973
20251115,SKU460,1888,116973
20251110,SKU982,4762,116973
20251001,SKU111,1478,116973
20251021,SKU841,7225,116973
20251020,SKU1168,2381,116973
20251029,SKU797,2627,116910
20251006,SKU1727,1478,116910
20251028,SKU302,2463,116910
20251108,SKU1870,1396,116910
20251003,SKU216,6568,116910
20251015,SKU470,6240,116910
20251102,SKU946,1314,116910
20251112,SKU982,4269,116910
20251013,SKU222,6240,116910
20250927,SKU1142,2052,116910
20251127,SKU735,2381,116910
20251031,SKU2234,1232,116910
20250929,SKU1019,4269,116910
20250919,SKU2039,1806,116910
20250906,SKU85,2299,116846
20251101,SKU2153,1396,116846
20251021,SKU1041,2956,116846
20250930,SKU854,903,116846
20250904,SKU218,2299,116846
20251129,SKU1971,2463,116846
20250901,SKU1211,1806,116846
20250922,SKU2002,1396,116783
20251031,SKU3178,1232,116783
20251129,SKU707,3694,116783
20251027,SKU1090,2791,116783
20251109,SKU1066,1232,116783
20251108,SKU220,1806,116783
20251016,SKU366,1560,116783
20251110,SKU1390,1232,116783
20251121,SKU1344,2545,116783
20251025,SKU770,739,116783
20250902,SKU1381,2874,116783
20251017,SKU85,2135,116783
20251017,SKU26,2956,116783
20250918,SKU982,2135,116719
20251031,SKU820,1314,116719
20251116,SKU938,1149,116719
